complaint,department
"On service lane, ward 135, divider is broken cars taking dangerous u-turn causing accidents. Kindly resolve.",Traffic
Damaged crash barrier on highway flyover curve near Teachers Colony main gate.,Traffic
Complaint regarding there is a defective countdown timer on traffic lights skipping from 60 to 0 seconds at Clock Tower Square. This is sudden panic braking causing rear-end collisions. Kindly take remedial action.,Traffic
Traffic signal is not working big traffic jam at junction since morning along Link Road. High danger.,Traffic
"Opposite railway station approach, divider is broken cars taking dangerous u-turn causing accidents. Kindly resolve.",Traffic
"Close to bus terminus, no zebra crossing for pedestrians impossible to cross this wide road. Kindly resolve.",Traffic
"Sir, speed breaker warning sign missing drivers jumping speed breaker at high speed between Adarsh Layout and Market Four Roads. Nobody is responding.",Traffic
"Sir, yellow blinker light not working at accident prone cross road behind ESI Hospital. Nobody is responding.",Traffic
Speed breaker warning sign missing drivers jumping speed breaker at high speed from last 3 days at Ward 108. High danger.,Traffic
Complaint regarding there is a commercial delivery vans double parking along narrow market street at Ward 48. This is single lane traffic bottleneck backing up for kilometers. Kindly take remedial action.,Traffic
"In Sri Krishna Layout Ward 134, divider is broken cars taking dangerous u-turn causing accidents since morning. Very difficult situation.",Traffic
Traffic police needed at circle during school hours heavy jam every evening at the entry of Adarsh Layout. High danger.,Traffic
Very serious hazard: traffic CCTV surveillance camera dangling by wire from signal pole between Tilak Road Extension and Nehru Roundabout! It is equipment knocked down by oversized container truck. Immediate action requested.,Traffic
Very serious hazard: concrete median road divider broken and knocked down by collision at Ward 112! It is vehicles making dangerous unauthorized U-turns across oncoming lane. Immediate action requested.,Traffic
urgent illegl parkng blockng entir stret buses stck Netaji Nagar near bazaar circle,Traffic
Attention Municipal Commissioner: damaged speed governor warning sign lying flat on road shoulder at the entry of Netaji Nagar! It is lack of signage encouraging overspeeding near hospital gate. Immediate action requested.,Traffic
Vehicles parked illegally on both sides of road blocking bus movement every evening near Telecom Colony main gate. High danger.,Traffic
"Traffic police needed at circle during school hours heavy jam at Ambedkar Chowk, please take action immediately.",Traffic
"Sir, traffic police needed at circle during school hours heavy jam at the entry of Gandhi Gram. Nobody is responding.",Traffic
"Sir, yellow blinker light not working at accident prone cross road outside Govt Girls Hostel. Nobody is responding.",Traffic
signl timr is stck on red plese repare fast ward 5 since 2 days kindly fix,Traffic
Faded stop line causing vehicles to stop directly inside pedestrian crossing at Ward 39.,Traffic
"Due to defective countdown timer on traffic lights skipping from 60 to 0 seconds outside Govt Primary School, it is sudden panic braking causing rear-end collisions.",Traffic
It is brought to municipal notice that there is a pedestrian zebra crossing paint completely faded and invisible near Gandhi Gram main gate. This is pedestrians and senior citizens unable to cross safely without risk. Kindly take remedial action.,Traffic
trafic signl not workin huge jam at chawk ward 98 since 2 days kindly fix,Traffic
urgent trafic signl not workin huge jam at chawk Santosh Nagar near pedestrian subway,Traffic
plz help signl timr is stck on red plese repare fast on 80 Feet Road,Traffic
"Damaged flexible traffic bollards uprooted and lying scattered across junction near Postal Layout main gate, vehicles driving over median kerb.",Traffic
"Traffic signal lights completely dead at busy four-road junction along Service Lane, vehicles crossing from all four sides creating chaotic gridlock.",Traffic
"Missing reflective cat-eyes and lane divider markings on unlit bypass road on Bypass Road, Ward 93.",Traffic
"In Pragati Colony Ward 136, traffic signal is not working big traffic jam at junction every evening. Very difficult situation.",Traffic
Vehicles parked illegally on both sides of road blocking bus movement from last 3 days at the entry of Mahalakshmi Layout. High danger.,Traffic
Critical danger: damaged crash barrier on highway flyover curve at the entry of Rajaji Sector 3! It is leaving dangerous open edge overlooking 30-foot drop to road below. Immediate action requested.,Traffic
Yellow blinker light not working at accident prone cross road near Defence Enclave main gate for past one week.,Traffic
"Heavy multi-axle cargo trucks illegally parked in designated bus bay in Santosh Nagar, city buses forced to stop in middle lane blocking entire traffic.",Traffic
"Sir, traffic police needed at circle during school hours heavy jam near toll plaza. Nobody is responding.",Traffic
Road sign is hidden behind tree branches motorists missing the turn from last 3 days on Bypass Road. High danger.,Traffic
Speed breaker warning sign missing drivers jumping speed breaker at high speed after last rain behind Ward Office. High danger.,Traffic
dividr cut made illeagli bikes crosing dngrously ward 87 since 2 days kindly fix,Traffic
"Speed breaker warning sign missing drivers jumping speed breaker at high speed on 80 Feet Road, please take action immediately.",Traffic
urgent signl timr is stck on red plese repare fast Kasturba Extension near civil hospital gate,Traffic
"In Shastri Nagar Ward 185, road sign is hidden behind tree branches motorists missing the turn since past 10 days. Very difficult situation.",Traffic
"Kindly fix this problem, traffic signal lens covers broken with red and green lights showing together on Main Road, extreme confusion at major intersection. Please send team as soon as possible.",Traffic
No zebra crossing for pedestrians impossible to cross this wide road near mosque corner every evening.,Traffic
"Due to blind curve on hill road lacking convex safety mirror and warning signs at University Cross, it is head-on near misses reported daily.",Traffic
plz help no zebr crosing pedstrians strugling to cros on Cross Road 4,Traffic
Kindly note that there is a mandatory stop and directional road signs twisted and hidden by tree branches close to primary health centre. This is unfamiliar drivers missing turn and driving into one-way traffic. Kindly take remedial action.,Traffic
Damaged flexible traffic bollards uprooted and lying scattered across junction at the entry of Sri Krishna Layout.,Traffic
"In Vinayaka Nagar Ward 152, speed breaker warning sign missing drivers jumping speed breaker at high speed for past one week. Very difficult situation.",Traffic
illegl parkng blockng entir stret buses stck near petrol pump 6th Cross Avenue,Traffic
"Near civil hospital gate, road sign is hidden behind tree branches motorists missing the turn. Kindly resolve.",Traffic
Speed breaker warning sign missing drivers jumping speed breaker at high speed on College Road since two weeks.,Traffic
"Sir please look into this, missing one-way entry sign board leading to head-on gridlock in Sri Krishna Layout, vehicles entering from wrong direction continuously. Please send team as soon as possible.",Traffic
"In Adarsh Layout Ward 96, divider is broken cars taking dangerous u-turn causing accidents since morning. Very difficult situation.",Traffic
Autos and taxis blocking the entire left turn free lane opposite bus terminus every evening.,Traffic
Immediate intervention needed! heavy multi-axle cargo trucks illegally parked in designated bus bay at Ward 130! It is city buses forced to stop in middle lane blocking entire traffic. Immediate action requested.,Traffic
